seqlen_q,batch_size,seqlen_k,standard_ncu_duration_ns,localized_ncu_duration_ns,standard_l2_hit_rate_pct,localized_l2_hit_rate_pct,localized_minus_standard_l2_hit_rate_pp,standard_l2_count_hit_rate_pct,localized_l2_count_hit_rate_pct,standard_hbm_read_bytes,standard_hbm_write_bytes,localized_hbm_read_bytes,localized_hbm_write_bytes,standard_hbm_total_gb_s,localized_hbm_total_gb_s,localized_to_standard_hbm_bandwidth_ratio,standard_hbm_utilization_pct,localized_hbm_utilization_pct,localized_minus_standard_hbm_utilization_pp,localized_to_standard_hbm_total_bytes_ratio,standard_to_localized_ncu_duration_ratio,standard_replay_passes,localized_replay_passes
4,64,512,48224.0,53184.0,63.49,68.28,4.789999999999999,63.51976240807651,68.47159960553637,75587584.0,3365376.0,75611392.0,2851072.0,1637.21300597213,1475.3020457280397,0.9011057451574834,21.36,19.26,-2.099999999999998,0.9937874906779935,0.9067388688327317,4,4
4,2,1024,12896.0,15488.0,72.72,76.35,3.6299999999999955,72.82036057118574,76.15844875206007,3616256.0,0.0,3634944.0,0.0,280.41687344913,234.69421487603,0.8369475488022141,3.67,3.07,-0.6000000000000001,1.0051677757326916,0.8326446280991735,4,4
4,4,1024,14464.0,17792.0,71.35,76.63,5.280000000000001,71.43006356564594,76.39436243403914,7156480.0,0.0,7177472.0,0.0,494.77876106195004,403.41007194245003,0.8153342537917468,6.47,5.28,-1.1899999999999995,1.0029332856376318,0.8129496402877698,4,4
4,8,1024,17728.0,21280.0,70.86,76.41,5.549999999999997,70.9504773263244,76.68116407367407,14234112.0,0.0,14255616.0,0.0,802.91696750903,669.90676691729,0.8343412756559487,10.49,8.75,-1.7400000000000002,1.001510737023848,0.8330827067669173,4,4
4,16,1024,24448.0,28576.0,68.26,75.1,6.839999999999989,68.45476451455565,74.94449330701904,28391424.0,512.0,28412928.0,0.0,1161.31937172775,994.2933930571099,0.8561756716224,15.17,12.99,-2.1799999999999997,1.0007393648675456,0.8555431131019037,4,4
4,32,1024,40704.0,44352.0,68.68,75.2,6.519999999999996,68.66128934462516,75.2422732296642,56709632.0,2061568.0,56731648.0,9728.0,1443.8679245283,1279.341991342,0.8860519508804455,18.85,16.68,-2.1700000000000017,0.9654622672329304,0.9177489177489178,4,4
4,64,1024,72576.0,76576.0,68.96,75.65,6.690000000000012,68.88106672013635,75.48231504080856,113346560.0,12246784.0,113419776.0,4945408.0,1730.5079365079403,1545.7216882574198,0.8932184913156724,22.57,20.16,-2.41,0.9424479055195791,0.9477643125783536,4,4
4,2,2048,14464.0,18656.0,74.01,78.88,4.86999999999999,73.93060036396027,78.83653506497411,5976576.0,0.0,5999104.0,0.0,413.20353982301003,321.56432246997997,0.7782225742976877,5.41,4.2,-1.21,1.0037693823353038,0.7753001715265866,4,4
4,4,2048,17344.0,20864.0,73.08,79.99,6.909999999999997,73.2132218827232,79.55256929785945,11875072.0,0.0,11896576.0,0.0,684.6789667896701,570.1963190184,0.8327936838660934,8.94,7.44,-1.4999999999999991,1.0018108521784121,0.8312883435582822,4,4
4,8,2048,23392.0,26688.0,73.12,80.58,7.459999999999994,73.27103964989455,80.51656934310617,23672064.0,1792.0,23693824.0,0.0,1012.04924760602,887.80815347722,0.8772380944675474,13.23,11.59,-1.6400000000000006,1.0008434620874604,0.8764988009592326,4,4
4,16,2048,36448.0,40160.0,72.16,79.79,7.63000000000001,72.05790582398447,79.88734832029454,47268096.0,361472.0,47289088.0,512.0,1306.78138718174,1177.52988047808,0.9010917143666936,17.06,15.37,-1.6899999999999995,0.9928622489290686,0.9075697211155378,4,4
4,32,2048,65568.0,68000.0,71.88,80.12,8.240000000000009,72.18200541125768,80.17160897937175,94475520.0,3476736.0,94483712.0,2335488.0,1493.90336749634,1423.8117647058898,0.9530815685167655,19.48,18.57,-0.9100000000000001,0.9884325686179193,0.9642352941176471,4,4
4,64,2048,121856.0,124544.0,72.18,80.36,8.179999999999993,72.28469935624844,80.31516138004346,189221888.0,22135808.0,188914688.0,13080832.0,1734.48739495798,1621.88078108942,0.9350778713088957,22.61,21.15,-1.4600000000000009,0.9557045890583515,0.9784172661870504,4,4
4,2,4096,17472.0,21504.0,75.01,81.21,6.199999999999989,74.86656861328521,81.2574337922001,10695168.0,0.0,10719488.0,0.0,612.13186813187,498.48809523809996,0.8143475633108387,7.99,6.51,-1.4800000000000004,1.002273924074872,0.8125,4,4
4,4,4096,22848.0,26432.0,74.91,82.44,7.530000000000001,74.6897175687118,82.23726249477855,21312512.0,512.0,21334528.0,0.0,932.81792717087,807.14769975787,0.8652789319839259,12.18,10.54,-1.6400000000000006,1.0010089605304249,0.864406779661017,4,4
4,8,4096,35808.0,38752.0,74.63,84.01,9.38000000000001,74.7005322464895,83.17916406687571,42547456.0,873728.0,42568960.0,256.0,1212.61126005362,1098.50371593724,0.905899320025006,15.83,14.34,-1.4900000000000002,0.9803789781503885,0.9240297274979355,4,4
4,16,4096,61440.0,63936.0,74.13,84.51,10.38000000000001,74.19901087365862,83.15053822114798,85036800.0,3520256.0,85040896.0,194048.0,1441.3583333333302,1333.1291291291302,0.9249116602712486,18.8,17.39,-1.4100000000000001,0.9624861964697652,0.960960960960961,4,4
4,32,4096,114816.0,116384.0,73.52,82.9,9.38000000000001,73.97158341855662,83.09388774281175,173769216.0,11952128.0,170617600.0,3194368.0,1617.5562987736898,1493.43524883146,0.9232663184358225,21.09,19.47,-1.620000000000001,0.9358750279127853,0.9865273577124003,4,4
4,64,4096,221792.0,219872.0,73.77,83.51,9.740000000000009,74.11964810469593,83.06336012897843,347545856.0,23142144.0,344392960.0,22665472.0,1671.33169816765,1669.4187163440497,0.9988554146219463,21.79,21.76,-0.029999999999997584,0.9902085635359116,1.008732353369233,4,4
4,2,8192,23904.0,27360.0,75.86,82.63,6.769999999999996,75.62091891405957,83.23799387554145,20134144.0,1280.0,20156160.0,0.0,842.3453815261101,736.7017543859599,0.8745839539729516,11.0,9.62,-1.3800000000000008,1.0010298268365245,0.8736842105263158,4,4
4,4,8192,35232.0,37856.0,75.73,83.3,7.569999999999993,75.57887853334071,84.04650443675766,40190464.0,888320.0,40210432.0,0.0,1165.95095367848,1062.19442096365,0.9110112373187855,15.22,13.85,-1.370000000000001,0.9788613022235517,0.9306846999154691,4,4
